age,sample,meter,d18O,T_le,T_pu,type,min,period,stage,conzone,chizone,country,state,lat,long,source
420,CZ 462,,17.64,32.62,35.3952,Conodont,apatite,Silurian,Pridoli,,,Czech Republic,Pozary,50.07,13.9,Joachimski_2009; Grossman_2022
452.7,RM 8.9,,14.3,47.65,49.49,Brachiopod phosphate,apatite,Ordovician,Katian,,,USA,Alabama,33.5,-86.79,Quinton_2018; Grossman_2022
452.7,RM 8.5,,16.6,37.3,39.784,Brachiopod phosphate,apatite,Ordovician,Katian,,,USA,Alabama,33.5,-86.79,Quinton_2018; Grossman_2022
452.7,RM 8,,15.6,41.8,44.004,Brachiopod phosphate,apatite,Ordovician,Katian,,,USA,Alabama,33.5,-86.79,Quinton_2018; Grossman_2022
452.7,RM 7.5B,,16.3,38.65,41.05,Brachiopod phosphate,apatite,Ordovician,Katian,,,USA,Alabama,33.5,-86.79,Quinton_2018; Grossman_2022
452.7,RM 7.5,,16.5,37.75,40.206,Brachiopod phosphate,apatite,Ordovician,Katian,,,USA,Alabama,33.5,-86.79,Quinton_2018; Grossman_2022
452.7,RM 7.05,,16.2,39.1,41.472,Brachiopod phosphate,apatite,Ordovician,Katian,,,USA,Alabama,33.5,-86.79,Quinton_2018; Grossman_2022
452.7,RM 7 Shale,,16.8,36.4,38.94,Brachiopod phosphate,apatite,Ordovician,Katian,,,USA,Alabama,33.5,-86.79,Quinton_2018; Grossman_2022
452.7,RM 7 Limestone,,16.8,36.4,38.94,Brachiopod phosphate,apatite,Ordovician,Katian,,,USA,Alabama,33.5,-86.79,Quinton_2018; Grossman_2022
452.7,RM 6,,17.2,34.6,37.252,Conodont,apatite,Ordovician,Katian,,,USA,Alabama,33.5,-86.79,Quinton_2018; Grossman_2022
452.7,RM 6,,15.6,41.8,44.004,Brachiopod phosphate,apatite,Ordovician,Katian,,,USA,Alabama,33.5,-86.79,Quinton_2018; Grossman_2022
452.7,RM 5.25,,16.9,35.95,38.518,Conodont,apatite,Ordovician,Katian,,,USA,Alabama,33.5,-86.79,Quinton_2018; Grossman_2022
452.7,RM 5.25,,18,31,33.876,Conodont,apatite,Ordovician,Katian,,,USA,Alabama,33.5,-86.79,Quinton_2018; Grossman_2022
452.7,RM 5.25,,17.7,32.35,35.142,Conodont,apatite,Ordovician,Katian,,,USA,Alabama,33.5,-86.79,Quinton_2018; Grossman_2022
452.7,RM 5.25,,16.7,36.85,39.362,Brachiopod phosphate,apatite,Ordovician,Katian,,,USA,Alabama,33.5,-86.79,Quinton_2018; Grossman_2022
452.7,RM 5,,17.7,32.35,35.142,Conodont,apatite,Ordovician,Katian,,,USA,Alabama,33.5,-86.79,Quinton_2018; Grossman_2022
452.7,RM 5,,15.9,40.45,42.738,Brachiopod phosphate,apatite,Ordovician,Katian,,,USA,Alabama,33.5,-86.79,Quinton_2018; Grossman_2022
452.7,RM 4.55,,17.3,34.15,36.83,Brachiopod phosphate,apatite,Ordovician,Katian,,,USA,Alabama,33.5,-86.79,Quinton_2018; Grossman_2022
452.7,RM 4,,15.6,41.8,44.004,Brachiopod phosphate,apatite,Ordovician,Katian,,,USA,Alabama,33.5,-86.79,Quinton_2018; Grossman_2022
452.7,RM 3.55,,17,35.5,38.096,Brachiopod phosphate,apatite,Ordovician,Katian,,,USA,Alabama,33.5,-86.79,Quinton_2018; Grossman_2022
452.7,RM 3.5,,17.7,32.35,35.142,Conodont,apatite,Ordovician,Katian,,,USA,Alabama,33.5,-86.79,Quinton_2018; Grossman_2022
452.7,RM 3.5,,16.9,35.95,38.518,Brachiopod phosphate,apatite,Ordovician,Katian,,,USA,Alabama,33.5,-86.79,Quinton_2018; Grossman_2022
452.7,RM 3.45,,17.9,31.45,34.298,Conodont,apatite,Ordovician,Katian,,,USA,Alabama,33.5,-86.79,Quinton_2018; Grossman_2022
452.7,RM 3.45,,16.6,37.3,39.784,Conodont,apatite,Ordovician,Katian,,,USA,Alabama,33.5,-86.79,Quinton_2018; Grossman_2022
452.7,RM 3.45,,17.5,33.25,35.986,Conodont,apatite,Ordovician,Katian,,,USA,Alabama,33.5,-86.79,Quinton_2018; Grossman_2022
452.7,RM 3.45,,16.4,38.2,40.628,Brachiopod phosphate,apatite,Ordovician,Katian,,,USA,Alabama,33.5,-86.79,Quinton_2018; Grossman_2022
452.7,RM 3,,16.1,39.55,41.894,Conodont,apatite,Ordovician,Katian,,,USA,Alabama,33.5,-86.79,Quinton_2018; Grossman_2022
452.7,RM 2,,17.6,32.8,35.564,Conodont,apatite,Ordovician,Katian,,,USA,Alabama,33.5,-86.79,Quinton_2018; Grossman_2022
452.7,RM 2,,17,35.5,38.096,Conodont,apatite,Ordovician,Katian,,,USA,Alabama,33.5,-86.79,Quinton_2018; Grossman_2022
452.7,RM 2,,16.3,38.65,41.05,Brachiopod phosphate,apatite,Ordovician,Katian,,,USA,Alabama,33.5,-86.79,Quinton_2018; Grossman_2022
452.7,RM 1.5,,18.3,29.65,32.61,Conodont,apatite,Ordovician,Katian,,,USA,Alabama,33.5,-86.79,Quinton_2018; Grossman_2022
452.7,RM 1.5,,17.9,31.45,34.298,Conodont,apatite,Ordovician,Katian,,,USA,Alabama,33.5,-86.79,Quinton_2018; Grossman_2022
452.7,RM 1.5,,15.8,40.9,43.16,Brachiopod phosphate,apatite,Ordovician,Katian,,,USA,Alabama,33.5,-86.79,Quinton_2018; Grossman_2022
452.7,RM 0.9,,18,31,33.876,Conodont,apatite,Ordovician,Katian,,,USA,Alabama,33.5,-86.79,Quinton_2018; Grossman_2022
452.7,RM 0.9,,16.2,39.1,41.472,Brachiopod phosphate,apatite,Ordovician,Katian,,,USA,Alabama,33.5,-86.79,Quinton_2018; Grossman_2022
452.7,RM 0,,17.9,31.45,34.298,Conodont,apatite,Ordovician,Katian,,,USA,Alabama,33.5,-86.79,Quinton_2018; Grossman_2022
452.7,TH 25,,18.1,30.55,33.454,Conodont,apatite,Ordovician,Katian,,,USA,Alabama,33.88,-86.58,Quinton_2018; Grossman_2022
452.7,TH 25,,19.1,26.05,29.234,Conodont,apatite,Ordovician,Katian,,,USA,Alabama,33.88,-86.58,Quinton_2018; Grossman_2022
452.7,TH 22.85,,18.4,29.2,32.188,Conodont,apatite,Ordovician,Katian,,,USA,Alabama,33.88,-86.58,Quinton_2018; Grossman_2022
452.7,TH 20,,18.4,29.2,32.188,Conodont,apatite,Ordovician,Katian,,,USA,Alabama,33.88,-86.58,Quinton_2018; Grossman_2022
452.7,TH 18.5,,18.1,30.55,33.454,Conodont,apatite,Ordovician,Katian,,,USA,Alabama,33.88,-86.58,Quinton_2018; Grossman_2022
452.7,TH 13,,18.1,30.55,33.454,Conodont,apatite,Ordovician,Katian,,,USA,Alabama,33.88,-86.58,Quinton_2018; Grossman_2022
452.7,TH 11,,17.8,31.9,34.72,Conodont,apatite,Ordovician,Katian,,,USA,Alabama,33.88,-86.58,Quinton_2018; Grossman_2022
452.7,TH 8,,17.3,34.15,36.83,Conodont,apatite,Ordovician,Katian,,,USA,Alabama,33.88,-86.58,Quinton_2018; Grossman_2022
452.7,TH 7,,19.7,23.35,26.702,Conodont,apatite,Ordovician,Katian,,,USA,Alabama,33.88,-86.58,Quinton_2018; Grossman_2022
452.7,TH 4.5,,19.1,26.05,29.234,Conodont,apatite,Ordovician,Katian,,,USA,Alabama,33.88,-86.58,Quinton_2018; Grossman_2022
452.73,sl3-21b,,18.7,27.85,30.922,Conodont,apatite,Ordovician,Katian,,,USA,Oklahoma,34.61,-96.63,Rosenau_2012; Grossman_2022
452.73,sl3-21a,,19.2,25.6,28.812,Conodont,apatite,Ordovician,Katian,,,USA,Oklahoma,34.61,-96.63,Rosenau_2012; Grossman_2022
452.76,06SL3-20B,,18.4,29.2,32.188,Conodont,apatite,Ordovician,Katian,,,USA,Oklahoma,34.61,-96.63,Rosenau_2012; Grossman_2022
452.76,06SL3-20A,,18.6,28.3,31.344,Conodont,apatite,Ordovician,Katian,,,USA,Oklahoma,34.61,-96.63,Rosenau_2012; Grossman_2022
452.8,sl3-19a,,19.4,24.7,27.968,Conodont,apatite,Ordovician,Katian,,,USA,Oklahoma,34.61,-96.63,Rosenau_2012; Grossman_2022
452.85,06SL3-18,,18.7,27.85,30.922,Conodont,apatite,Ordovician,Sandbian,,,USA,Oklahoma,34.61,-96.63,Rosenau_2012; Grossman_2022
452.85,sl3-18b,,19.4,24.7,27.968,Conodont,apatite,Ordovician,Sandbian,,,USA,Oklahoma,34.61,-96.63,Rosenau_2012; Grossman_2022
452.85,sl3-18a,,19,26.5,29.656,Conodont,apatite,Ordovician,Sandbian,,,USA,Oklahoma,34.61,-96.63,Rosenau_2012; Grossman_2022
452.89,06SL3-17,,18.3,29.65,32.61,Conodont,apatite,Ordovician,Sandbian,,,USA,Oklahoma,34.61,-96.63,Rosenau_2012; Grossman_2022
452.89,sl3-17b,,19.3,25.15,28.39,Conodont,apatite,Ordovician,Sandbian,,,USA,Oklahoma,34.61,-96.63,Rosenau_2012; Grossman_2022
452.89,sl3-17a,,19.8,22.9,26.28,Conodont,apatite,Ordovician,Sandbian,,,USA,Oklahoma,34.61,-96.63,Rosenau_2012; Grossman_2022
452.92,06SL3-16,,18.6,28.3,31.344,Conodont,apatite,Ordovician,Sandbian,,,USA,Oklahoma,34.61,-96.63,Rosenau_2012; Grossman_2022
452.92,sl3-16a,,19.1,26.05,29.234,Conodont,apatite,Ordovician,Sandbian,,,USA,Oklahoma,34.61,-96.63,Rosenau_2012; Grossman_2022
452.96,sl3-15b,,19.2,25.6,28.812,Conodont,apatite,Ordovician,Sandbian,,,USA,Oklahoma,34.61,-96.63,Rosenau_2012; Grossman_2022
452.96,sl3-15a,,18.9,26.95,30.078,Conodont,apatite,Ordovician,Sandbian,,,USA,Oklahoma,34.61,-96.63,Rosenau_2012; Grossman_2022
452.98,8119,,17.66,32.53,35.3108,Conodont,apatite,Ordovician,Sandbian,,,Canada,Devon Island,75.14,-81.85,Trotter_2008; Grossman_2022
452.99,06SL3-14,,19,26.5,29.656,Conodont,apatite,Ordovician,Sandbian,,,USA,Oklahoma,34.61,-96.63,Rosenau_2012; Grossman_2022
452.99,sl3-14b,,18.8,27.4,30.5,Conodont,apatite,Ordovician,Sandbian,,,USA,Oklahoma,34.61,-96.63,Rosenau_2012; Grossman_2022
452.99,sl3-14a,,19.1,26.05,29.234,Conodont,apatite,Ordovician,Sandbian,,,USA,Oklahoma,34.61,-96.63,Rosenau_2012; Grossman_2022
453.03,06SL3-13,,18.2,30.1,33.032,Conodont,apatite,Ordovician,Sandbian,,,USA,Oklahoma,34.61,-96.63,Rosenau_2012; Grossman_2022
453.06,06SL3-12,,18.1,30.55,33.454,Conodont,apatite,Ordovician,Sandbian,,,USA,Oklahoma,34.61,-96.63,Rosenau_2012; Grossman_2022
453.06,sl3-12b,,18.8,27.4,30.5,Conodont,apatite,Ordovician,Sandbian,,,USA,Oklahoma,34.61,-96.63,Rosenau_2012; Grossman_2022
453.1,06SL3-11,,18.4,29.2,32.188,Conodont,apatite,Ordovician,Sandbian,,,USA,Oklahoma,34.61,-96.63,Rosenau_2012; Grossman_2022
453.13,06SL3-10,,18.2,30.1,33.032,Conodont,apatite,Ordovician,Sandbian,,,USA,Oklahoma,34.61,-96.63,Rosenau_2012; Grossman_2022
453.13,sl3-10b,,18.7,27.85,30.922,Conodont,apatite,Ordovician,Sandbian,,,USA,Oklahoma,34.61,-96.63,Rosenau_2012; Grossman_2022
453.21,sl3-9a,,19.1,26.05,29.234,Conodont,apatite,Ordovician,Sandbian,,,USA,Oklahoma,34.61,-96.63,Rosenau_2012; Grossman_2022
453.3,TH -9,,19,26.5,29.656,Conodont,apatite,Ordovician,Sandbian,,,USA,Alabama,33.88,-86.58,Quinton_2018; Grossman_2022
453.4,TH -17,,18.7,27.85,30.922,Conodont,apatite,Ordovician,Sandbian,,,USA,Alabama,33.88,-86.58,Quinton_2018; Grossman_2022
453.46,sl3-04a,,19.1,26.05,29.234,Conodont,apatite,Ordovician,Sandbian,,,USA,Oklahoma,34.61,-96.63,Rosenau_2012; Grossman_2022
453.5,TH -19,,18.5,28.75,31.766,Conodont,apatite,Ordovician,Sandbian,,,USA,Alabama,33.88,-86.58,Quinton_2018; Grossman_2022
453.5,TH -21,,19.3,25.15,28.39,Conodont,apatite,Ordovician,Sandbian,,,USA,Alabama,33.88,-86.58,Quinton_2018; Grossman_2022
453.5,06SL3-3,,19.5,24.25,27.546,Conodont,apatite,Ordovician,Sandbian,,,USA,Oklahoma,34.61,-96.63,Rosenau_2012; Grossman_2022
453.54,06SL3-2,,19.3,25.15,28.39,Conodont,apatite,Ordovician,Sandbian,,,USA,Oklahoma,34.61,-96.63,Rosenau_2012; Grossman_2022
453.54,sl3-02b,,19.6,23.8,27.124,Conodont,apatite,Ordovician,Sandbian,,,USA,Oklahoma,34.61,-96.63,Rosenau_2012; Grossman_2022
453.55,06SL3-1,,19.3,25.15,28.39,Conodont,apatite,Ordovician,Sandbian,,,USA,Oklahoma,34.61,-96.63,Rosenau_2012; Grossman_2022
453.55,sl3-01b,,19.1,26.05,29.234,Conodont,apatite,Ordovician,Sandbian,,,USA,Oklahoma,34.61,-96.63,Rosenau_2012; Grossman_2022
453.9,DV 3-8.5,,18.3,29.65,32.61,Conodont,apatite,Ordovician,Sandbian,,,USA,Wisconsin,42.64,-90.58,Quinton_2018; Grossman_2022
453.9,DV 3-6.5,,18,31,33.876,Conodont,apatite,Ordovician,Sandbian,,,USA,Wisconsin,42.64,-90.58,Quinton_2018; Grossman_2022
453.9,DV 3.5m,,18.3,29.65,32.61,Conodont,apatite,Ordovician,Sandbian,,,USA,Wisconsin,42.64,-90.58,Quinton_2018; Grossman_2022
453.9,DV 0.0,,19.3,25.15,28.39,Conodont,apatite,Ordovician,Sandbian,,,USA,Wisconsin,42.64,-90.58,Quinton_2018; Grossman_2022
453.9,DV A18,,18.7,27.85,30.922,Conodont,apatite,Ordovician,Sandbian,,,USA,Wisconsin,42.64,-90.58,Quinton_2018; Grossman_2022
453.9,DV A15. A16. A17,,19.5,24.25,27.546,Conodont,apatite,Ordovician,Sandbian,,,USA,Wisconsin,42.64,-90.58,Quinton_2018; Grossman_2022
453.9,DV A 13,,19.1,26.05,29.234,Conodont,apatite,Ordovician,Sandbian,,,USA,Wisconsin,42.64,-90.58,Quinton_2018; Grossman_2022
453.9,DV A 13,,19,26.5,29.656,Conodont,apatite,Ordovician,Sandbian,,,USA,Wisconsin,42.64,-90.58,Quinton_2018; Grossman_2022
453.9,DV A9,,19.1,26.05,29.234,Conodont,apatite,Ordovician,Sandbian,,,USA,Wisconsin,42.64,-90.58,Quinton_2018; Grossman_2022
453.9,DV A1,,18.6,28.3,31.344,Conodont,apatite,Ordovician,Sandbian,,,USA,Wisconsin,42.64,-90.58,Quinton_2018; Grossman_2022
453.9,DV P5,,18.8,27.4,30.5,Conodont,apatite,Ordovician,Sandbian,,,USA,Wisconsin,42.64,-90.58,Quinton_2018; Grossman_2022
453.9,DV P10,,18.3,29.65,32.61,Conodont,apatite,Ordovician,Sandbian,,,USA,Wisconsin,42.64,-90.58,Quinton_2018; Grossman_2022
453.9,DV P10,,19.5,24.25,27.546,Conodont,apatite,Ordovician,Sandbian,,,USA,Wisconsin,42.64,-90.58,Quinton_2018; Grossman_2022
453.9,DV P11,,19,26.5,29.656,Conodont,apatite,Ordovician,Sandbian,,,USA,Wisconsin,42.64,-90.58,Quinton_2018; Grossman_2022
453.9,DV P 13,,19,26.5,29.656,Conodont,apatite,Ordovician,Sandbian,,,USA,Wisconsin,42.64,-90.58,Quinton_2018; Grossman_2022
454.8,TH -108.35,,19.1,26.05,29.234,Conodont,apatite,Ordovician,Sandbian,,,USA,Alabama,33.88,-86.58,Quinton_2018; Grossman_2022
454.8,LAFU,,19.5,24.25,27.546,Conodont,apatite,Ordovician,Ordovician,,,Argentina,Precordillera,-30.22,-68.75,Albanesi_2019; Grossman_2022
456.8,WH,,17.8,31.9,34.72,Conodont,apatite,Ordovician,Sandbian,,,USA,Texas,33.87,-86.57,Albanesi_2019; Grossman_2022
456.88,,,19.4,24.7,27.968,Conodont,apatite,Ordovician,Sandbian,,,USA,Minnesota,44.32,-92.73,HERRMANN_2010; Grossman_2022
456.88,,,19.6,23.8,27.124,Conodont,apatite,Ordovician,Sandbian,,,USA,Minnesota,44.32,-92.73,HERRMANN_2010; Grossman_2022
456.88,,,19.9,22.45,25.858,Conodont,apatite,Ordovician,Sandbian,,,USA,Minnesota,44.32,-92.73,HERRMANN_2010; Grossman_2022
456.88,,,16,40,42.316,Conodont,apatite,Ordovician,Sandbian,,,USA,Minnesota,44.32,-92.73,HERRMANN_2010; Grossman_2022
456.88,,,19.9,22.45,25.858,Conodont,apatite,Ordovician,Sandbian,,,USA,Minnesota,44.32,-92.73,HERRMANN_2010; Grossman_2022
456.88,,,18.8,27.4,30.5,Conodont,apatite,Ordovician,Sandbian,,,USA,Minnesota,44.32,-92.73,HERRMANN_2010; Grossman_2022
456.89,,,19.5,24.25,27.546,Conodont,apatite,Ordovician,Sandbian,,,USA,Minnesota,44.32,-92.73,HERRMANN_2010; Grossman_2022
456.89,,,19.5,24.25,27.546,Conodont,apatite,Ordovician,Sandbian,,,USA,Minnesota,44.32,-92.73,HERRMANN_2010; Grossman_2022
456.89,,,19.9,22.45,25.858,Conodont,apatite,Ordovician,Sandbian,,,USA,Minnesota,44.32,-92.73,HERRMANN_2010; Grossman_2022
456.9,,,19.1,26.05,29.234,Conodont,apatite,Ordovician,Sandbian,,,USA,Minnesota,44.32,-92.73,HERRMANN_2010; Grossman_2022
456.9,,,19.1,26.05,29.234,Conodont,apatite,Ordovician,Sandbian,,,USA,Minnesota,44.32,-92.73,HERRMANN_2010; Grossman_2022
456.9,,,18.9,26.95,30.078,Conodont,apatite,Ordovician,Sandbian,,,USA,Minnesota,44.32,-92.73,HERRMANN_2010; Grossman_2022
456.9,,,19.1,26.05,29.234,Conodont,apatite,Ordovician,Sandbian,,,USA,Minnesota,44.32,-92.73,HERRMANN_2010; Grossman_2022
456.9,,,19.5,24.25,27.546,Conodont,apatite,Ordovician,Sandbian,,,USA,Minnesota,44.32,-92.73,HERRMANN_2010; Grossman_2022
456.91,,,20.3,20.65,24.17,Conodont,apatite,Ordovician,Sandbian,,,USA,Minnesota,44.32,-92.73,HERRMANN_2010; Grossman_2022
456.91,,,19.2,25.6,28.812,Conodont,apatite,Ordovician,Sandbian,,,USA,Minnesota,44.32,-92.73,HERRMANN_2010; Grossman_2022
456.91,,,19.7,23.35,26.702,Conodont,apatite,Ordovician,Sandbian,,,USA,Minnesota,44.32,-92.73,HERRMANN_2010; Grossman_2022
456.91,,,19.2,25.6,28.812,Conodont,apatite,Ordovician,Sandbian,,,USA,Minnesota,44.32,-92.73,HERRMANN_2010; Grossman_2022
456.91,,,19.5,24.25,27.546,Conodont,apatite,Ordovician,Sandbian,,,USA,Minnesota,44.32,-92.73,HERRMANN_2010; Grossman_2022
456.91,,,19,26.5,29.656,Conodont,apatite,Ordovician,Sandbian,,,USA,Minnesota,44.32,-92.73,HERRMANN_2010; Grossman_2022
456.91,,,19.6,23.8,27.124,Conodont,apatite,Ordovician,Sandbian,,,USA,Minnesota,44.32,-92.73,HERRMANN_2010; Grossman_2022
456.91,,,18.8,27.4,30.5,Conodont,apatite,Ordovician,Sandbian,,,USA,Minnesota,44.32,-92.73,HERRMANN_2010; Grossman_2022
456.91,,,19,26.5,29.656,Conodont,apatite,Ordovician,Sandbian,,,USA,Minnesota,44.32,-92.73,HERRMANN_2010; Grossman_2022
456.91,,,19.4,24.7,27.968,Conodont,apatite,Ordovician,Sandbian,,,USA,Minnesota,44.32,-92.73,HERRMANN_2010; Grossman_2022
456.92,,,19.8,22.9,26.28,Conodont,apatite,Ordovician,Sandbian,,,USA,Minnesota,44.32,-92.73,HERRMANN_2010; Grossman_2022
456.92,,,19.5,24.25,27.546,Conodont,apatite,Ordovician,Sandbian,,,USA,Minnesota,44.32,-92.73,HERRMANN_2010; Grossman_2022
456.92,,,19.4,24.7,27.968,Conodont,apatite,Ordovician,Sandbian,,,USA,Minnesota,44.32,-92.73,HERRMANN_2010; Grossman_2022
456.93,,,20.2,21.1,24.592,Conodont,apatite,Ordovician,Sandbian,,,USA,Minnesota,44.32,-92.73,HERRMANN_2010; Grossman_2022
456.93,,,20,22,25.436,Conodont,apatite,Ordovician,Sandbian,,,USA,Minnesota,44.32,-92.73,HERRMANN_2010; Grossman_2022
456.93,,,20.1,21.55,25.014,Conodont,apatite,Ordovician,Sandbian,,,USA,Minnesota,44.32,-92.73,HERRMANN_2010; Grossman_2022
456.93,,,19.5,24.25,27.546,Conodont,apatite,Ordovician,Sandbian,,,USA,Minnesota,44.32,-92.73,HERRMANN_2010; Grossman_2022
456.94,,,19.1,26.05,29.234,Conodont,apatite,Ordovician,Sandbian,,,USA,Minnesota,44.32,-92.73,HERRMANN_2010; Grossman_2022
456.94,,,19.6,23.8,27.124,Conodont,apatite,Ordovician,Sandbian,,,USA,Minnesota,44.32,-92.73,HERRMANN_2010; Grossman_2022
456.94,,,19.6,23.8,27.124,Conodont,apatite,Ordovician,Sandbian,,,USA,Minnesota,44.32,-92.73,HERRMANN_2010; Grossman_2022
458.96,75B26-2,,17.8,31.9,34.72,Conodont,apatite,Ordovician,Darriwilian,,,USA,Texas,30.16,-103.24,Albanesi_2019; Grossman_2022
458.96,LAz7,,17.9,31.45,34.298,Conodont,apatite,Ordovician,Ordovician,,,Argentina,Precordillera,-30.22,-68.75,Albanesi_2019; Grossman_2022
459.86,8116,,18.17,30.235,33.1586,Conodont,apatite,Ordovician,Darriwilian,,,Canada,Devon Island,75.14,-81.85,Trotter_2008; Grossman_2022
462.73,LCh55,,17.6,32.8,35.564,Conodont,apatite,Ordovician,Ordovician,,,Argentina,Precordillera,-30.22,-68.75,Albanesi_2019; Grossman_2022
462.97,72SJ-13,,17.7,32.35,35.142,Conodont,apatite,Ordovician,Dapingian,,,USA,Oklahoma,34.11,-97.2,Luz_1984; Grossman_2022
462.97,72SE-545,,17.4,33.7,36.408,Conodont,apatite,Ordovician,Dapingian,,,USA,Oklahoma,34.11,-97.2,Luz_1984; Grossman_2022
462.97,72SE-545B,,14.2,48.1,49.912,Brachiopod phosphate,apatite,Ordovician,Dapingian,,,USA,Oklahoma,34.11,-97.2,Luz_1984; Grossman_2022
462.97,72SE-456,,17.5,33.25,35.986,Conodont,apatite,Ordovician,Dapingian,,,USA,Oklahoma,34.11,-97.2,Luz_1984; Grossman_2022
462.97,72SE-222,,16.9,35.95,38.518,Conodont,apatite,Ordovician,Dapingian,,,USA,Oklahoma,34.11,-97.2,Luz_1984; Grossman_2022
463.74,2001  27,,18.3,29.65,32.61,Conodont,apatite,Ordovician,Darriwilian,,,Australia,Amadeus Basin,-22.89,131.56,Trotter_2008; Grossman_2022
463.99,WP90-195,,16.6,37.3,39.784,Conodont,apatite,Ordovician,Ordovician,,,Canada,AlbertaWilcox pass,52.23,-117.2,Albanesi_2019; Grossman_2022
465.25,LCh45,,16.8,36.4,38.94,Conodont,apatite,Ordovician,Ordovician,,,Argentina,Precordillera,-30.22,-68.75,Albanesi_2019; Grossman_2022
466.51,FPF,,17.2,34.6,37.252,Conodont,apatite,Ordovician,Darriwilian,,,USA,Texas,30.16,-103.24,Albanesi_2019; Grossman_2022
466.51,WP90-184,,17.6,32.8,35.564,Conodont,apatite,Ordovician,Ordovician,,,Canada,AlbertaWilcox pass,52.23,-117.2,Albanesi_2019; Grossman_2022
466.51,SJFTE,,18,31,33.876,Conodont,apatite,Ordovician,Ordovician,,,Argentina,Precordillera,-30.22,-68.76,Albanesi_2019; Grossman_2022
467.63,Wb 30,,17.82,31.81,34.6356,Conodont,apatite,Ordovician,Floian,,,Canada,Newfoundland,49.76,-57.8,Trotter_2008; Grossman_2022
467.76,TopFSJLA,,17.9,31.45,34.298,Conodont,apatite,Ordovician,Ordovician,,,Argentina,Precordillera,-30.22,-68.75,Albanesi_2019; Grossman_2022
469.83,72SB-196,,16.3,38.65,41.05,Conodont,apatite,Ordovician,Dapingian,,,USA,Oklahoma,34.11,-97.2,Luz_1984; Grossman_2022
469.83,WB 26,,17.71,32.305,35.0998,Conodont,apatite,Ordovician,Floian,,,Canada,Newfoundland,49.76,-57.8,Trotter_2008; Grossman_2022
469.89,WP90-178,,17.2,34.6,37.252,Conodont,apatite,Ordovician,Ordovician,,,Canada,AlbertaWilcox pass,52.23,-117.2,Albanesi_2019; Grossman_2022
469.89,PLA4,,17.1,35.05,37.674,Conodont,apatite,Ordovician,Ordovician,,,Argentina,Precordillera,-30.22,-68.76,Albanesi_2019; Grossman_2022
470.95,St PI 94,,17.4,33.7,36.408,Conodont,apatite,Ordovician,Ordovician,,,Canada,Newfoundland,48.5,-59,Albanesi_2019; Grossman_2022
471.3,TAL10,,17.2,34.6,37.252,Conodont,apatite,Ordovician,Ordovician,,,Argentina,Precordillera,-30.22,-68.76,Albanesi_2019; Grossman_2022
472.05,74B27-4,,16.6,37.3,39.784,Conodont,apatite,Ordovician,Floian,,,USA,Texas,30.16,-103.24,Albanesi_2019; Grossman_2022
472.05,WP90-149,,16.8,36.4,38.94,Conodont,apatite,Ordovician,Ordovician,,,Canada,AlbertaWilcox pass,52.23,-117.2,Albanesi_2019; Grossman_2022
472.05,NH,,17.1,35.05,37.674,Conodont,apatite,Ordovician,Ordovician,,,Argentina,Precordillera,-30.22,-68.76,Albanesi_2019; Grossman_2022
472.73,St PI 71,,17.19,34.645,37.2942,Conodont,apatite,Ordovician,Floian,,,Canada,Newfoundland,49.76,-57.8,Trotter_2008; Grossman_2022
472.81,NCB,,16.6,37.3,39.784,Conodont,apatite,Ordovician,Ordovician,,,Argentina,Precordillera,-30.22,-68.76,Albanesi_2019; Grossman_2022
473.16,S-LL-2,,15.6,41.8,44.004,Conodont,apatite,Ordovician,Floian,,,Sweden,,63.24,14.99,Luz_1984; Grossman_2022
473.56,Z2-86,,17.7,32.35,35.142,Conodont,apatite,Ordovician,Ordovician,,,Canada,Newfoundland,48.5,-59,Albanesi_2019; Grossman_2022
473.56,WP-112,,16.2,39.1,41.472,Conodont,apatite,Ordovician,Ordovician,,,Canada,AlbertaWilcox pass,52.23,-117.2,Albanesi_2019; Grossman_2022
474.31,ML74,,16.5,37.75,40.206,Conodont,apatite,Ordovician,Floian,,,USA,Texas,30.15,-103.23,Albanesi_2019; Grossman_2022
474.88,WCB 705  168,,16.32,38.56,40.9656,Conodont,apatite,Ordovician,Floian,,,Australia,Canning Basin,-20.61,125.19,Trotter_2008; Grossman_2022
474.88,WCB 705  168,,16.73,36.715,39.2354,Conodont,apatite,Ordovician,Floian,,,Australia,Canning Basin,-20.61,125.19,Trotter_2008; Grossman_2022
475.07,ML0,,16.8,36.4,38.94,Conodont,apatite,Ordovician,Floian,,,USA,Texas,30.16,-103.24,Albanesi_2019; Grossman_2022
475.07,N3,,17.1,35.05,37.674,Conodont,apatite,Ordovician,Ordovician,,,Argentina,Precordillera,-30.22,-68.76,Albanesi_2019; Grossman_2022
475.82,WP-103,,16.5,37.75,40.206,Conodont,apatite,Ordovician,Floian,,,Canada,AlbertaWilcox pass,52.23,-117.2,Albanesi_2019; Grossman_2022
476.57,N2,,17.4,33.7,36.408,Conodont,apatite,Ordovician,Ordovician,,,Argentina,Precordillera,-30.22,-68.76,Albanesi_2019; Grossman_2022
476.6,St PI 42,,16.77,36.535,39.0666,Conodont,apatite,Ordovician,Floian,,,Canada,Newfoundland,49.76,-57.8,Trotter_2008; Grossman_2022
477.48,WP-91,,16.2,39.1,41.472,Conodont,apatite,Ordovician,Ordovician,,,Canada,AlbertaWilcox pass,52.23,-117.2,Albanesi_2019; Grossman_2022
