age,sample,meter,d18O,d18O_water_defliese,T_le_defliese,T_pu_defliese,d18O_water_1,T_le_d18O_water_1,T_pu_d18O_water_1,d18O_water_1_5,T_le_d18O_water_1_5,T_pu_d18O_water_1_5,d18O_water_2,T_le_d18O_water_2,T_pu_d18O_water_2,d18O_water_thiag_h,T_le_d18O_water_thiag_h,T_pu_d18O_water_thiag_h,d18O_water_thiag_m,T_le_d18O_water_thiag_m,T_pu_d18O_water_thiag_m,d18O_water_thiag_l,T_le_d18O_water_thiag_l,T_pu_d18O_water_thiag_l,type,min,period,stage,regionalstage,conzone,chizone,country,state,lat,long,source,Source
483.2623249,06sx-101f,10,16.1,-2.198237931,35.05792931,37.68143593,-1,40.45,42.738,-1.5,38.2,40.628,-2,35.95,38.518,-4,26.95,30.078,-4.85,23.125,26.491,-5.7,19.3,22.904,conodont,apatite,,Tremadocian,,Rossodus manitouensis,,China (South China),,31.363138,110.756781,Jin_2018,Jin_2018
482.3045264,06sx-105a,20,15,-2.195176268,40.02170679,42.33635615,-1,45.4,47.38,-1.5,43.15,45.27,-2,40.9,43.16,-4,31.9,34.72,-4.85,28.075,31.133,-5.7,24.25,27.546,conodont,apatite,,Tremadocian,,Colaptoconus quadraplicatus,,China (South China),,31.363138,110.756781,Jin_2018,Jin_2018
479.5308607,06sx-113e,30,15.9,-2.186310073,36.01160467,38.57577149,-1,41.35,43.582,-1.5,39.1,41.472,-2,36.85,39.362,-4,27.85,30.922,-4.85,24.025,27.335,-5.7,20.2,23.748,conodont,apatite,,Tremadocian,,Triangulodus bifidus,,China (South China),,31.363138,110.756781,Jin_2018,Jin_2018
478.9246945,06sx-113h,35,15.8,-2.184372425,36.47032409,39.00594837,-1,41.8,44.004,-1.5,39.55,41.894,-2,37.3,39.784,-4,28.3,31.344,-4.85,24.475,27.757,-5.7,20.65,24.17,conodont,apatite,,Tremadocian,,Triangulodus bifidus,,China (South China),,31.363138,110.756781,Jin_2018,Jin_2018
478.3185282,06sx-115a,40,15.8,-2.182434777,36.4790435,39.01412524,-1,41.8,44.004,-1.5,39.55,41.894,-2,37.3,39.784,-4,28.3,31.344,-4.85,24.475,27.757,-5.7,20.65,24.17,conodont,apatite,,Tremadocian,,Triangulodus bifidus,,China (South China),,31.363138,110.756781,Jin_2018,Jin_2018
477.712362,06sx-115e,45,16,-2.180497129,35.58776292,38.17830212,-1,40.9,43.16,-1.5,38.65,41.05,-2,36.4,38.94,-4,27.4,30.5,-4.85,23.575,26.913,-5.7,19.75,23.326,conodont,apatite,,Tremadocian,,Triangulodus bifidus,,China (South China),,31.363138,110.756781,Jin_2018,Jin_2018
477.1061957,06sx-118b,50,16.3,-2.178559481,34.24648234,36.92047899,-1,39.55,41.894,-1.5,37.3,39.784,-2,35.05,37.674,-4,26.05,29.234,-4.85,22.225,25.647,-5.7,18.4,22.06,conodont,apatite,,Floian,,Serratognathus diversus,,China (South China),,31.363138,110.756781,Jin_2018,Jin_2018
476.3325015,06sx-119a,53,16.1,-2.176086319,35.15761156,37.77491573,-1,40.45,42.738,-1.5,38.2,40.628,-2,35.95,38.518,-4,26.95,30.078,-4.85,23.125,26.491,-5.7,19.3,22.904,conodont,apatite,,Floian,,Serratognathus diversus,,China (South China),,31.363138,110.756781,Jin_2018,Jin_2018
475.5588074,06sx-131a,56,16.4,-2.173613157,33.81874079,36.51935248,-1,39.1,41.472,-1.5,36.85,39.362,-2,34.6,37.252,-4,25.6,28.812,-4.85,21.775,25.225,-5.7,17.95,21.638,conodont,apatite,,Floian,,Serratognathus diversus,,China (South China),,31.363138,110.756781,Jin_2018,Jin_2018
474.5272151,06sx-133a,60,16.1,-2.170315609,35.18357976,37.79926813,-1,40.45,42.738,-1.5,38.2,40.628,-2,35.95,38.518,-4,26.95,30.078,-4.85,23.125,26.491,-5.7,19.3,22.904,conodont,apatite,,Floian,,Serratognathus diversus,,China (South China),,31.363138,110.756781,Jin_2018,Jin_2018
473.4956229,06sx-135c,64,16.6,-2.16701806,32.94841873,35.70318379,-1,38.2,40.628,-1.5,35.95,38.518,-2,33.7,36.408,-4,24.7,27.968,-4.85,20.875,24.381,-5.7,17.05,20.794,conodont,apatite,,Floian,,Oepikodus evae,,China (South China),,31.363138,110.756781,Jin_2018,Jin_2018
472.6826691,06sx-136a,68,16.8,-2.164419402,32.06011269,34.87015012,-1,37.3,39.784,-1.5,35.05,37.674,-2,32.8,35.564,-4,23.8,27.124,-4.85,19.975,23.537,-5.7,16.15,19.95,conodont,apatite,,Floian,,Oepikodus evae,,China (South China),,31.363138,110.756781,Jin_2018,Jin_2018
471.26,06sx-140i,75,16.9,-2.159871752,31.63057712,34.46734121,-1,36.85,39.362,-1.5,34.6,37.252,-2,32.35,35.142,-4,23.35,26.702,-4.85,19.525,23.115,-5.7,15.7,19.528,conodont,apatite,,Dapingian,,Baltoniodus triangularis,,China (South China),,31.363138,110.756781,Jin_2018,Jin_2018
470.8810478,06sx-141b,85,16.7,-2.158660408,32.53602817,35.31645308,-1,37.75,40.206,-1.5,35.5,38.096,-2,33.25,35.986,-4,24.25,27.546,-4.85,20.425,23.959,-5.7,16.6,20.372,conodont,apatite,,Dapingian,,Baltoniodus navis,,China (South China),,31.363138,110.756781,Jin_2018,Jin_2018
470.3336784,06sx-148,90,16.8,-2.156910707,32.09390182,34.90183682,-1,37.3,39.784,-1.5,35.05,37.674,-2,32.8,35.564,-4,23.8,27.124,-4.85,19.975,23.537,-5.7,16.15,19.95,conodont,apatite,,Dapingian,,Baltoniodus navis,,China (South China),,31.363138,110.756781,Jin_2018,Jin_2018
469.4578873,06sx-306,98,17,-2.154111187,31.20649966,34.06965079,-1,36.4,38.94,-1.5,34.15,36.83,-2,31.9,34.72,-4,22.9,26.28,-4.85,19.075,22.693,-5.7,15.25,19.106,conodont,apatite,,Darriwilian,,Lenodus variabilis,,China (South China),,31.363138,110.756781,Jin_2018,Jin_2018
451.1884675,06sx-335b,110,17.1,-2.095711849,31.01929668,33.894096,-1,35.95,38.518,-1.5,33.7,36.408,-2,31.45,34.298,-4,22.45,25.858,-4.85,18.625,22.271,-5.7,14.8,18.684,conodont,apatite,,Katian,,Hamarodus brevirameus,,China (South China),,31.363138,110.756781,Jin_2018,Jin_2018
451.1884675,06sx-337a,115,16.6,-2.095711849,33.26929668,36.004096,-1,38.2,40.628,-1.5,35.95,38.518,-2,33.7,36.408,-4,24.7,27.968,-4.85,20.875,24.381,-5.7,17.05,20.794,conodont,apatite,,Katian,,Hamarodus brevirameus,,China (South China),,31.363138,110.756781,Jin_2018,Jin_2018
465.1913582,HD-A25a,310,17,-2.140472961,31.26787168,34.12720411,-1,36.4,38.94,-1.5,34.15,36.83,-2,31.9,34.72,-4,22.9,26.28,-4.85,19.075,22.693,-5.7,15.25,19.106,conodont,apatite,Ordovician,Darriwilian,,Histiodella kristinae,,China (South China),,28.359845,117.825591,Jin_2018,Jin_2018
461.6101142,AFI5029,320,16.6,-2.129025291,33.11938619,35.86351327,-1,38.2,40.628,-1.5,35.95,38.518,-2,33.7,36.408,-4,24.7,27.968,-4.85,20.875,24.381,-5.7,17.05,20.794,conodont,apatite,Ordovician,Darriwilian,,Pygodus serra,,China (South China),,31.667211,110.749946,Jin_2018,Jin_2018
460.4524779,AFI5030,330,17.1,-2.125324835,30.88603824,33.7691292,-1,35.95,38.518,-1.5,33.7,36.408,-2,31.45,34.298,-4,22.45,25.858,-4.85,18.625,22.271,-5.7,14.8,18.684,conodont,apatite,Ordovician,Darriwilian,,Pygodus serra,,China (South China),,31.667211,110.749946,Jin_2018,Jin_2018
459.2948415,AFI5034,340,17.4,-2.121624378,29.5526903,32.51874513,-1,34.6,37.252,-1.5,32.35,35.142,-2,30.1,33.032,-4,21.1,24.592,-4.85,17.275,21.005,-5.7,13.45,17.418,conodont,apatite,Ordovician,Sandbian,,Pygodus anserinus,,China (South China),,31.667211,110.749946,Jin_2018,Jin_2018
459.2948415,HD-Y1,350,17.8,-2.121624378,27.7526903,30.83074513,-1,32.8,35.564,-1.5,30.55,33.454,-2,28.3,31.344,-4,19.3,22.904,-4.85,15.475,19.317,-5.7,11.65,15.73,conodont,apatite,Ordovician,Sandbian,,Pygodus anserinus,,China (South China),,28.359845,117.825591,Jin_2018,Jin_2018
459.2948415,HD-Y4,360,17.5,-2.121624378,29.1026903,32.09674513,-1,34.15,36.83,-1.5,31.9,34.72,-2,29.65,32.61,-4,20.65,24.17,-4.85,16.825,20.583,-5.7,13,16.996,conodont,apatite,Ordovician,Sandbian,,Pygodus anserinus,,China (South China),,28.359845,117.825591,Jin_2018,Jin_2018
459.2948415,HD-Y5,370,17.9,-2.121624378,27.3026903,30.40874513,-1,32.35,35.142,-1.5,30.1,33.032,-2,27.85,30.922,-4,18.85,22.482,-4.85,15.025,18.895,-5.7,11.2,15.308,conodont,apatite,Ordovician,Sandbian,,Pygodus anserinus,,China (South China),,28.359845,117.825591,Jin_2018,Jin_2018
459.2948415,HD-Y6,380,17.5,-2.121624378,29.1026903,32.09674513,-1,34.15,36.83,-1.5,31.9,34.72,-2,29.65,32.61,-4,20.65,24.17,-4.85,16.825,20.583,-5.7,13,16.996,conodont,apatite,Ordovician,Sandbian,,Pygodus anserinus,,China (South China),,28.359845,117.825591,Jin_2018,Jin_2018
459.2948415,HD-Y9,390,18.4,-2.121624378,25.0526903,28.29874513,-1,30.1,33.032,-1.5,27.85,30.922,-2,25.6,28.812,-4,16.6,20.372,-4.85,12.775,16.785,-5.7,8.95,13.198,conodont,apatite,Ordovician,Sandbian,,Pygodus anserinus,,China (South China),,28.359845,117.825591,Jin_2018,Jin_2018
482.4880339,1,0.02399766,15.71940319,-2.195762861,36.78175277,39.29799926,-1,42.16268564,44.34411854,-1.5,39.91268564,42.23411854,-2,37.66268564,40.12411854,-4,28.66268564,31.68411854,-4.85,24.83768565,28.09711854,-5.7,21.01268565,24.51011854,conodont,apatite,Ordovician,Tremadocian,,Paltodus deltifer,,China (Tarim),,40.566786,78.988445,Liu_2022,Liu_2022
477.1061957,4,10.87154898,16.40575831,-2.178559481,33.77056994,36.47417892,-1,39.07408761,41.44769993,-1.5,36.82408761,39.33769993,-2,34.57408761,37.22769993,-4,25.57408761,28.78769993,-4.85,21.74908761,25.20069993,-5.7,17.92408761,21.61369993,conodont,apatite,Ordovician,Floian,,Serratognathus diversus,,China (Tarim),,40.566786,78.988445,Liu_2022,Liu_2022
477.0239958,6,12.11786234,17.68679997,-2.178296723,28.00706488,31.06929195,-1,33.30940014,36.04170413,-1.5,31.05940014,33.93170413,-2,28.80940014,31.82170413,-4,19.80940014,23.38170413,-4.85,15.98440014,19.79470413,-5.7,12.15940014,16.20770413,conodont,apatite,Ordovician,Floian,,Serratognathus diversus,,China (Tarim),,40.566786,78.988445,Liu_2022,Liu_2022
475.0504933,7,42.04006658,17.25052353,-2.1719883,29.99869677,32.93700008,-1,35.27264412,37.8827907,-1.5,33.02264412,35.7727907,-2,30.77264412,33.6627907,-4,21.77264412,25.2227907,-4.85,17.94764412,21.6357907,-5.7,14.12264412,18.0487907,conodont,apatite,Ordovician,Floian,,Serratognathus diversus,,China (Tarim),,40.566786,78.988445,Liu_2022,Liu_2022
473.1478339,9,70.8881501,17.8545951,-2.165906331,27.30774356,30.41348396,-1,32.55432205,35.33360868,-1.5,30.30432205,33.22360868,-2,28.05432205,31.11360868,-4,19.05432205,22.67360868,-4.85,15.22932205,19.08660868,-5.7,11.40432205,15.49960868,conodont,apatite,Ordovician,Floian,,Serratognathus diversus,,China (Tarim),,40.566786,78.988445,Liu_2022,Liu_2022
473.144556,10,70.9378503,18.36053345,-2.165895852,25.03106814,28.27846834,-1,30.27759948,33.19854884,-1.5,28.02759948,31.08854884,-2,25.77759948,28.97854884,-4,16.77759948,20.53854884,-4.85,12.95259948,16.95154884,-5.7,9.127599475,13.36454884,conodont,apatite,Ordovician,Floian,,Serratognathus diversus,,China (Tarim),,40.566786,78.988445,Liu_2022,Liu_2022
471.8068756,11,91.2197328,17.96434987,-2.161619874,26.83313615,29.96840768,-1,32.06042559,34.87044355,-1.5,29.81042559,32.76044355,-2,27.56042559,30.65044355,-4,18.56042559,22.21044355,-4.85,14.73542559,18.62344355,-5.7,10.91042559,15.03644355,conodont,apatite,Ordovician,Floian,,Serratognathus diversus,,China (Tarim),,40.566786,78.988445,Liu_2022,Liu_2022
470.4709502,13,111.475007,17.75202155,-2.157349505,27.80783025,30.88245415,-1,33.01590303,35.76646906,-1.5,30.76590303,33.65646906,-2,28.51590303,31.54646906,-4,19.51590303,23.10646906,-4.85,15.69090303,19.51946906,-5.7,11.86590303,15.93246906,conodont,apatite,Ordovician,Dapingian,,Paroistodus originalis,,China (Tarim),,40.566786,78.988445,Liu_2022,Liu_2022
470.1426038,15,130.9899515,18.37306738,-2.156299925,25.01784713,28.26606997,-1,30.22119679,33.14565566,-1.5,27.97119679,31.03565566,-2,25.72119679,28.92565566,-4,16.72119679,20.48565566,-4.85,12.89619679,16.89865566,-5.7,9.07119679,13.31165566,conodont,apatite,Ordovician,Dapingian,,Paroistodus originalis,,China (Tarim),,40.566786,78.988445,Liu_2022,Liu_2022
469.796723,16,151.5470331,18.22168612,-2.155194296,25.70403813,28.90956464,-1,30.90241246,33.78448457,-1.5,28.65241246,31.67448457,-2,26.40241246,29.56448457,-4,17.40241246,21.12448457,-4.85,13.57741246,17.53748457,-5.7,9.75241246,13.95048457,conodont,apatite,Ordovician,Dapingian,,Paroistodus originalis,,China (Tarim),,40.566786,78.988445,Liu_2022,Liu_2022
469.4600428,18,171.557289,18.20340611,-2.154118077,25.79114116,28.99124793,-1,30.98467251,33.86162622,-1.5,28.73467251,31.75162622,-2,26.48467251,29.64162622,-4,17.48467251,21.20162622,-4.85,13.65967251,17.61462622,-5.7,9.834672505,14.02762622,conodont,apatite,Ordovician,Dapingian,,Paroistodus originalis,,China (Tarim),,40.566786,78.988445,Liu_2022,Liu_2022
469.1335921,19,190.9595625,17.51941195,-2.153074557,28.87381072,31.88210694,-1,34.06264623,36.74808157,-1.5,31.81264623,34.63808157,-2,29.56264623,32.52808157,-4,20.56264623,24.08808157,-4.85,16.73764623,20.50108157,-5.7,12.91264623,16.91408157,conodont,apatite,Ordovician,Darriwilian,,Yangtzeplacognathus crassus,,China (Tarim),,40.566786,78.988445,Liu_2022,Liu_2022
469.089975,21,192.3491297,17.97898958,-2.152935132,26.8063388,29.94327772,-1,31.99454689,34.80866397,-1.5,29.74454689,32.69866397,-2,27.49454689,30.58866397,-4,18.49454689,22.14866397,-4.85,14.66954689,18.56166397,-5.7,10.84454689,14.97466397,conodont,apatite,Ordovician,Darriwilian,,Yangtzeplacognathus crassus,,China (Tarim),,40.566786,78.988445,Liu_2022,Liu_2022
469.0460624,28,193.7481104,17.5003328,-2.152794763,28.96092597,31.96380169,-1,34.1485024,36.82859558,-1.5,31.8985024,34.71859558,-2,29.6485024,32.60859558,-4,20.6485024,24.16859558,-4.85,16.8235024,20.58159558,-5.7,12.9985024,16.99459558,conodont,apatite,Ordovician,Darriwilian,,Yangtzeplacognathus crassus,,China (Tarim),,40.566786,78.988445,Liu_2022,Liu_2022
469.0426319,24,193.8574022,17.38098577,-2.152783797,29.49803695,32.46749243,-1,34.68556404,37.33224005,-1.5,32.43556404,35.22224005,-2,30.18556404,33.11224005,-4,21.18556404,24.67224005,-4.85,17.36056404,21.08524005,-5.7,13.53556404,17.49824005,conodont,apatite,Ordovician,Darriwilian,,Yangtzeplacognathus crassus,,China (Tarim),,40.566786,78.988445,Liu_2022,Liu_2022
468.9959989,32,195.3430502,17.90415862,-2.152634732,27.14442992,30.26033206,-1,32.33128621,35.12445062,-1.5,30.08128621,33.01445062,-2,27.83128621,30.90445062,-4,18.83128621,22.46445062,-4.85,15.00628621,18.87745062,-5.7,11.18128621,15.29045062,conodont,apatite,Ordovician,Darriwilian,,Yangtzeplacognathus crassus,,China (Tarim),,40.566786,78.988445,Liu_2022,Liu_2022
468.9954485,31,195.3605849,16.98645122,-2.152632972,31.27412114,34.13306471,-1,36.46096951,38.99717585,-1.5,34.21096951,36.88717585,-2,31.96096951,34.77717585,-4,22.96096951,26.33717585,-4.85,19.13596951,22.75017585,-5.7,15.31096951,19.16317585,conodont,apatite,Ordovician,Darriwilian,,Yangtzeplacognathus crassus,,China (Tarim),,40.566786,78.988445,Liu_2022,Liu_2022
468.9506854,35,196.7866628,17.29068777,-2.152489884,29.90570056,32.8497903,-1,35.09190504,37.71329761,-1.5,32.84190504,35.60329761,-2,30.59190504,33.49329761,-4,21.59190504,25.05329761,-4.85,17.76690504,21.46629761,-5.7,13.94190504,17.87929761,conodont,apatite,Ordovician,Darriwilian,,Histiodella holodentata,,China (Tarim),,40.566786,78.988445,Liu_2022,Liu_2022
461.6101142,38,197,16.81416477,-2.129025291,32.15564472,34.95973794,-1,37.23625854,39.72422467,-1.5,34.98625854,37.61422467,-2,32.73625854,35.50422467,-4,23.73625854,27.06422467,-4.85,19.91125854,23.47722467,-5.7,16.08625854,19.89022467,conodont,apatite,Ordovician,Darriwilian,,Pygodus serra,,China (Tarim),,40.566786,78.988445,Liu_2022,Liu_2022
461.268844,41,198.3265963,16.88334205,-2.1279344,31.84925598,34.67241338,-1,36.92496078,39.43229655,-1.5,34.67496078,37.32229655,-2,32.42496078,35.21229655,-4,23.42496078,26.77229655,-4.85,19.59996078,23.18529655,-5.7,15.77496078,19.59829655,conodont,apatite,Ordovician,Darriwilian,,Pygodus serra,,China (Tarim),,40.566786,78.988445,Liu_2022,Liu_2022
460.7614038,43,200.2991333,16.70671794,-2.126312336,32.65136376,35.42461224,-1,37.71976927,40.17765029,-1.5,35.46976927,38.06765029,-2,33.21976927,35.95765029,-4,24.21976927,27.51765029,-4.85,20.39476927,23.93065029,-5.7,16.56976927,20.34365029,conodont,apatite,Ordovician,Darriwilian,,Pygodus serra,,China (Tarim),,40.566786,78.988445,Liu_2022,Liu_2022
460.2073104,44,202.4530225,17.81180305,-2.124541142,27.68645114,30.76862751,-1,32.74688628,35.51419113,-1.5,30.49688628,33.40419113,-2,28.24688628,31.29419113,-4,19.24688628,22.85419113,-4.85,15.42188628,19.26719113,-5.7,11.59688628,15.68019113,conodont,apatite,Ordovician,Darriwilian,,Pygodus serra,,China (Tarim),,40.566786,78.988445,Liu_2022,Liu_2022
459.4955843,46,205.2196665,18.04492906,-2.122266065,26.64762194,29.79443657,-1,31.69781923,34.53039937,-1.5,29.44781923,32.42039937,-2,27.19781923,30.31039937,-4,18.19781923,21.87039937,-4.85,14.37281923,18.28339937,-5.7,10.54781923,14.69639937,conodont,apatite,Ordovician,Darriwilian,,Pygodus serra,,China (Tarim),,40.566786,78.988445,Liu_2022,Liu_2022
459.482546,45,205.2703491,18.48343181,-2.122224387,24.67454711,27.94413085,-1,29.72455686,32.67991776,-1.5,27.47455686,30.56991776,-2,25.22455686,28.45991776,-4,16.22455686,20.01991776,-4.85,12.39955686,16.43291776,-5.7,8.574556855,12.84591776,conodont,apatite,Ordovician,Darriwilian,,Pygodus serra,,China (Tarim),,40.566786,78.988445,Liu_2022,Liu_2022
459.2948415,48,206,17.81018226,-2.121624378,27.70687013,30.78777599,-1,32.75417983,35.52103086,-1.5,30.50417983,33.41103086,-2,28.25417983,31.30103086,-4,19.25417983,22.86103086,-4.85,15.42917983,19.27403086,-5.7,11.60417983,15.68703086,conodont,apatite,Ordovician,Darriwilian,,Pygodus anserinus,,China (Tarim),,40.566786,78.988445,Liu_2022,Liu_2022
458.6437358,49,207.6296109,18.04731572,-2.119543078,26.64913541,29.79585587,-1,31.68707926,34.52032766,-1.5,29.43707926,32.41032766,-2,27.18707926,30.30032766,-4,18.18707926,21.86032766,-4.85,14.36207926,18.27332766,-5.7,10.53707926,14.68632766,conodont,apatite,Ordovician,Darriwilian,,Pygodus anserinus,,China (Tarim),,40.566786,78.988445,Liu_2022,Liu_2022
458.18,55,208.7902658,18.02984192,-2.118060718,26.73443813,29.87585087,-1,31.76571136,34.5940671,-1.5,29.51571136,32.4840671,-2,27.26571136,30.3740671,-4,18.26571136,21.9340671,-4.85,14.44071136,18.3470671,-5.7,10.61571136,14.7600671,conodont,apatite,Ordovician,Sandbian,,Pygodus anserinus,,China (Tarim),,40.566786,78.988445,Liu_2022,Liu_2022
458.1250509,51,208.9267004,18.22382109,-2.11788507,25.86232228,29.05800001,-1,30.8928051,33.775475,-1.5,28.6428051,31.665475,-2,26.3928051,29.555475,-4,17.3928051,21.115475,-4.85,13.5678051,17.528475,-5.7,9.742805095,13.941475,conodont,apatite,Ordovician,Sandbian,,Pygodus anserinus,,China (Tarim),,40.566786,78.988445,Liu_2022,Liu_2022
456.571676,58,212.7836202,18.14474098,-2.11291961,26.24052735,29.41267231,-1,31.24866559,34.10919306,-1.5,28.99866559,31.99919306,-2,26.74866559,29.88919306,-4,17.74866559,21.44919306,-4.85,13.92366559,17.86219306,-5.7,10.09866559,14.27519306,conodont,apatite,Ordovician,Sandbian,,Pygodus anserinus,,China (Tarim),,40.566786,78.988445,Liu_2022,Liu_2022
455.7946499,60,214.7129209,18.57901663,-2.110435797,24.29746408,27.59051076,-1,29.29442517,32.27654982,-1.5,27.04442517,30.16654982,-2,24.79442517,28.05654982,-4,15.79442517,19.61654982,-4.85,11.96942517,16.02954982,-5.7,8.144425165,12.44254982,conodont,apatite,Ordovician,Sandbian,,Pygodus anserinus,,China (Tarim),,40.566786,78.988445,Liu_2022,Liu_2022
455.1921451,61,216.2088975,19.10120062,-2.108509853,21.95630287,25.3950218,-1,26.94459721,30.07293338,-1.5,24.69459721,27.96293338,-2,22.44459721,25.85293338,-4,13.44459721,17.41293338,-4.85,9.61959721,13.82593338,-5.7,5.79459721,10.23893338,conodont,apatite,Ordovician,Sandbian,,Baltoniodus alobatus,,China (Tarim),,40.566786,78.988445,Liu_2022,Liu_2022
455.1664122,62,216.2562172,18.45855206,-2.108427597,24.84859155,28.10734585,-1,29.83651573,32.78491031,-1.5,27.58651573,30.67491031,-2,25.33651573,28.56491031,-4,16.33651573,20.12491031,-4.85,12.51151573,16.53791031,-5.7,8.68651573,12.95091031,conodont,apatite,Ordovician,Sandbian,,Baltoniodus alobatus,,China (Tarim),,40.566786,78.988445,Liu_2022,Liu_2022
454.3834523,66,217.6959866,18.87561215,-2.105924817,22.98308365,26.357914,-1,27.95974533,31.02491673,-1.5,25.70974533,28.91491673,-2,23.45974533,26.80491673,-4,14.45974533,18.36491673,-4.85,10.63474533,14.77791673,-5.7,6.809745325,11.19091673,conodont,apatite,Ordovician,Sandbian,,Baltoniodus alobatus,,China (Tarim),,40.566786,78.988445,Liu_2022,Liu_2022
454.3681694,64,217.7240902,18.62317958,-2.105875964,24.11925005,27.42338561,-1,29.09569189,32.09018217,-1.5,26.84569189,29.98018217,-2,24.59569189,27.87018217,-4,15.59569189,19.43018217,-4.85,11.77069189,15.84318217,-5.7,7.94569189,12.25618217,conodont,apatite,Ordovician,Sandbian,,Baltoniodus alobatus,,China (Tarim),,40.566786,78.988445,Liu_2022,Liu_2022
453.5571253,68,219.215503,19.44842284,-2.103283411,20.41732187,23.95179962,-1,25.38209722,28.60765562,-1.5,23.13209722,26.49765562,-2,20.88209722,24.38765562,-4,11.88209722,15.94765562,-4.85,8.05709722,12.36065562,-5.7,4.23209722,8.773655615,conodont,apatite,Ordovician,Sandbian,,Baltoniodus alobatus,,China (Tarim),,40.566786,78.988445,Liu_2022,Liu_2022
453.5274737,67,219.2700288,19.04110686,-2.103188628,22.25067031,25.67107304,-1,27.21501913,30.32652905,-1.5,24.96501913,28.21652905,-2,22.71501913,26.10652905,-4,13.71501913,17.66652905,-4.85,9.89001913,14.07952905,-5.7,6.06501913,10.49252905,conodont,apatite,Ordovician,Sandbian,,Baltoniodus alobatus,,China (Tarim),,40.566786,78.988445,Liu_2022,Liu_2022
452.75,72,220.6997098,19.21313375,-2.100703384,21.48773289,24.95560729,-1,26.44089813,29.60057558,-1.5,24.19089813,27.49057558,-2,21.94089813,25.38057558,-4,12.94089813,16.94057558,-4.85,9.115898125,13.35357558,-5.7,5.290898125,9.766575575,conodont,apatite,Ordovician,Katian,,Baltoniodus alobatus,,China (Tarim),,40.566786,78.988445,Liu_2022,Liu_2022
452.7464792,70,220.7626426,18.87173568,-2.10069213,23.02407486,26.39635464,-1,27.97718944,31.04127543,-1.5,25.72718944,28.93127543,-2,23.47718944,26.82127543,-4,14.47718944,18.38127543,-4.85,10.65218944,14.79427543,-5.7,6.82718944,11.20727543,conodont,apatite,Ordovician,Katian,,Baltoniodus alobatus,,China (Tarim),,40.566786,78.988445,Liu_2022,Liu_2022
452.6684432,74,222.1574943,18.59174935,-2.100442683,24.28513585,27.57894962,-1,29.23712793,32.22281774,-1.5,26.98712793,30.11281774,-2,24.73712793,28.00281774,-4,15.73712793,19.56281774,-4.85,11.91212793,15.97581774,-5.7,8.087127925,12.38881774,conodont,apatite,Ordovician,Katian,,Baltoniodus alobatus,,China (Tarim),,40.566786,78.988445,Liu_2022,Liu_2022
452.6618316,73,222.2756736,18.83287243,-2.100421549,23.2001771,26.56149941,-1,28.15207407,31.20527835,-1.5,25.90207407,29.09527835,-2,23.65207407,26.98527835,-4,14.65207407,18.54527835,-4.85,10.82707407,14.95827835,-5.7,7.002074065,11.37127835,conodont,apatite,Ordovician,Katian,,Baltoniodus alobatus,,China (Tarim),,40.566786,78.988445,Liu_2022,Liu_2022
452.5535865,77,224.2104988,18.46886884,-2.100075537,24.83975031,28.09905473,-1,29.79009022,32.7413735,-1.5,27.54009022,30.6313735,-2,25.29009022,28.5213735,-4,16.29009022,20.0813735,-4.85,12.46509022,16.4943735,-5.7,8.64009022,12.9073735,conodont,apatite,Ordovician,Katian,,Baltoniodus alobatus,,China (Tarim),,40.566786,78.988445,Liu_2022,Liu_2022
452.5533984,76,224.2138616,19.14939946,-2.100074935,21.77736522,25.22721805,-1,26.72770243,29.86953428,-1.5,24.47770243,27.75953428,-2,22.22770243,25.64953428,-4,13.22770243,17.20953428,-4.85,9.40270243,13.62253428,-5.7,5.57770243,10.03553428,conodont,apatite,Ordovician,Katian,,Baltoniodus alobatus,,China (Tarim),,40.566786,78.988445,Liu_2022,Liu_2022
451.9792177,80,234.477042,19.82961424,-2.098239531,18.72465803,22.36445709,-1,23.66673592,26.99902791,-1.5,21.41673592,24.88902791,-2,19.16673592,22.77902791,-4,10.16673592,14.33902791,-4.85,6.34173592,10.75202791,-5.7,2.51673592,7.165027907,conodont,apatite,Ordovician,Katian,,Baltoniodus alobatus,,China (Tarim),,40.566786,78.988445,Liu_2022,Liu_2022
451.9240435,79,235.4632523,17.88492044,-2.098063163,27.47657379,30.57180919,-1,32.41785802,35.20563574,-1.5,30.16785802,33.09563574,-2,27.91785802,30.98563574,-4,18.91785802,22.54563574,-4.85,15.09285802,18.95863574,-5.7,11.26785802,15.37163574,conodont,apatite,Ordovician,Katian,,Baltoniodus alobatus,,China (Tarim),,40.566786,78.988445,Liu_2022,Liu_2022
451.7405039,81,238.7439267,18.70288896,-2.097476467,23.79835558,27.1224579,-1,28.73699968,31.75380859,-1.5,26.48699968,29.64380859,-2,24.23699968,27.53380859,-4,15.23699968,19.09380859,-4.85,11.41199968,15.50680859,-5.7,7.58699968,11.91980859,conodont,apatite,Ordovician,Katian,,Baltoniodus alobatus,,China (Tarim),,40.566786,78.988445,Liu_2022,Liu_2022
