Appendix 2. Oxygen isotope compositions of biogenic phosphates and sample information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id,igsn,sample,alternate_sample,age,age_min,age_max,age_reference,age_error_ma,age_comment,period,scotese_time,scotese_intervalls,stage_2020,formation,member,number_interval_cm,country_ocean,location,locality_comment,latitude,longitude,paleolat,paleolang,palaeolat_long_source,climate_zone,fossil_group,taxon,mineralogy,cai,overall_preservation,sample_comment,δ13c_permille,select_d13c_permille,sauerstof_isotop_permille,d18o_of_standard,sims_correction_permille,select_d18o_permille,standard,"d18Osw, iceV","D18Osw,lat. Mod","D18Osw,lat. Pg","D18Osw,lat, climate corr","d18Osw, iceV,lat corr",T (PJ10; -1.08‰),T (PJ10;  iceV),"T (PJ10; iceV, lat corr)",title,journal,volume,issue,first_page,last_page,year,book_title,book_editor,publisher,authors
14243,2000257,,,348.03,359.3,359.3,GTS 2020,,,Mississippian,350,Early Mississippian (Tournaisian 349 Ma),Tournaisian,,,,France,,Mt Peyroux,43.5,3.1,-17.83,10.91,,Tropical/Subtropical,Conodont,,apatite,,,,,,20.6,"22,4",,19.9,,-1.08,0.52,0.45,0.45,-0.63,26.4,26.4,28.3,Mississippian ?13Ccarb and conodont apatite ?18O records - Their relation to the Late Palaeozoic Glaciation,"Palaeogeography, Palaeoclimatology, Palaeoecology",268,,273,292,2008,,,,Buggisch W. MM Joachimski. G Sevastopulo. JR Morrow
14244,2000258,,,348.06,359.3,359.3,GTS 2020,,,Mississippian,350,Early Mississippian (Tournaisian 349 Ma),Tournaisian,,,,France,,Mt Peyroux,43.5,3.1,-17.84,10.91,,Tropical/Subtropical,Conodont,,apatite,,,,,,20.6,"22,4",,19.9,,-1.08,0.52,0.45,0.45,-0.63,26.4,26.4,28.3,Mississippian ?13Ccarb and conodont apatite ?18O records - Their relation to the Late Palaeozoic Glaciation,"Palaeogeography, Palaeoclimatology, Palaeoecology",268,,273,292,2008,,,,Buggisch W. MM Joachimski. G Sevastopulo. JR Morrow
14245,2000259,,,348.08,359.3,359.3,GTS 2020,,,Mississippian,350,Early Mississippian (Tournaisian 349 Ma),Tournaisian,,,,Ireland,,Bellygarvan,51.78,-8.44,-10.29,6.5,,Tropical/Subtropical,Conodont,,apatite,,,,,,20.3,"22,4",,19.6,,-1.08,0.37,0.30,0.30,-0.78,27.6,27.6,28.9,Mississippian ?13Ccarb and conodont apatite ?18O records - Their relation to the Late Palaeozoic Glaciation,"Palaeogeography, Palaeoclimatology, Palaeoecology",268,,273,292,2008,,,,Buggisch W. MM Joachimski. G Sevastopulo. JR Morrow
14246,2000260,,,348.09,359.3,359.3,GTS 2020,,,Mississippian,350,Early Mississippian (Tournaisian 349 Ma),Tournaisian,,,,France,,Mt Peyroux,43.5,3.1,-17.85,10.92,,Tropical/Subtropical,Conodont,,apatite,,,,,,20.9,"22,4",,20.2,,-1.08,0.52,0.45,0.45,-0.63,25.1,25.1,27.0,Mississippian ?13Ccarb and conodont apatite ?18O records - Their relation to the Late Palaeozoic Glaciation,"Palaeogeography, Palaeoclimatology, Palaeoecology",268,,273,292,2008,,,,Buggisch W. MM Joachimski. G Sevastopulo. JR Morrow
14247,2000261,,,348.13,359.3,359.3,GTS 2020,,,Mississippian,350,Early Mississippian (Tournaisian 349 Ma),Tournaisian,,,,Poland,,Silesia,50.55,19.32,-7.14,18.61,,Tropical,Conodont,,apatite,,,,,,20.5,"22,4",,19.8,,-1.08,0.33,0.22,0.22,-0.86,26.8,26.8,27.7,Mississippian ?13Ccarb and conodont apatite ?18O records - Their relation to the Late Palaeozoic Glaciation,"Palaeogeography, Palaeoclimatology, Palaeoecology",268,,273,292,2008,,,,Buggisch W. MM Joachimski. G Sevastopulo. JR Morrow
14248,2000262,,,348.21,359.3,359.3,GTS 2020,,,Mississippian,350,Early Mississippian (Tournaisian 349 Ma),Tournaisian,,,,Poland,,Silesia,50.55,19.32,-7.16,18.61,,Tropical,Conodont,,apatite,,,,,,20.5,"22,4",,19.8,,-1.08,0.33,0.22,0.22,-0.86,26.8,26.8,27.7,Mississippian ?13Ccarb and conodont apatite ?18O records - Their relation to the Late Palaeozoic Glaciation,"Palaeogeography, Palaeoclimatology, Palaeoecology",268,,273,292,2008,,,,Buggisch W. MM Joachimski. G Sevastopulo. JR Morrow
14249,2000263,,,348.34,359.3,359.3,GTS 2020,,,Mississippian,350,Early Mississippian (Tournaisian 349 Ma),Tournaisian,,,,Poland,,Silesia,50.55,19.32,-7.18,18.61,,Tropical,Conodont,,apatite,,,,,,21.2,"22,4",,20.5,,-1.08,0.33,0.22,0.22,-0.86,23.8,23.8,24.8,Mississippian ?13Ccarb and conodont apatite ?18O records - Their relation to the Late Palaeozoic Glaciation,"Palaeogeography, Palaeoclimatology, Palaeoecology",268,,273,292,2008,,,,Buggisch W. MM Joachimski. G Sevastopulo. JR Morrow
14250,2000264,,,348.6,359.3,359.3,GTS 2020,,,Mississippian,350,Early Mississippian (Tournaisian 349 Ma),Tournaisian,,,,Poland,,Silesia,50.55,19.32,-7.23,18.61,,Tropical,Conodont,,apatite,,,,,,21.5,"22,4",,20.8,,-1.08,0.33,0.22,0.22,-0.86,22.6,22.6,23.5,Mississippian ?13Ccarb and conodont apatite ?18O records - Their relation to the Late Palaeozoic Glaciation,"Palaeogeography, Palaeoclimatology, Palaeoecology",268,,273,292,2008,,,,Buggisch W. MM Joachimski. G Sevastopulo. JR Morrow
14251,2000265,,,348.64,359.3,359.3,GTS 2020,,,Mississippian,350,Early Mississippian (Tournaisian 349 Ma),Tournaisian,,,,Poland,,Silesia,50.55,19.32,-7.24,18.61,,Tropical,Conodont,,apatite,,,,,,21,"22,4",,20.3,,-1.08,0.33,0.22,0.22,-0.86,24.7,24.7,25.6,Mississippian ?13Ccarb and conodont apatite ?18O records - Their relation to the Late Palaeozoic Glaciation,"Palaeogeography, Palaeoclimatology, Palaeoecology",268,,273,292,2008,,,,Buggisch W. MM Joachimski. G Sevastopulo. JR Morrow
14252,2003695,DF 11.2,DF 11.2,348.66,359.3,359.3,GTS 2020,,,Mississippian,350,Early Mississippian (Tournaisian 349 Ma),Tournaisian,,,,USA,Montana,"Dry Fork, Little Belt Mnts",47.1,-110.79,-3.71,-43.07,,Tropical,Conodont,mixed platform elements,apatite,,,,,,18.2,"22,09",,17.8,,-1.08,0.30,0.15,0.15,-0.93,35.2,35.2,35.8,EARLY MISSISSIPPIAN ORBITAL-SCALE GLACIO-EUSTASY DETECTED FROM HIGH-RESOLUTION OXYGEN ISOTOPES OF MARINE APATITE (CONODONTS),Journal of Sedimentary Research,84,,816,824,2014,,,,Wallace ZA and M Elrick
14253,2003696,SP 28.8,SP 28.8,348.66,359.3,359.3,GTS 2020,,,Mississippian,350,Early Mississippian (Tournaisian 349 Ma),Tournaisian,,,,USA,Montana,"Sacajawea Peak, Bridger Range",45.97,-110.97,-4.38,-43.99,,Tropical,Conodont,mixed platform elements,apatite,,,,,,18.9,"22,09",,18.5,,-1.08,0.30,0.16,0.16,-0.92,32.3,32.3,32.9,EARLY MISSISSIPPIAN ORBITAL-SCALE GLACIO-EUSTASY DETECTED FROM HIGH-RESOLUTION OXYGEN ISOTOPES OF MARINE APATITE (CONODONTS),Journal of Sedimentary Research,84,,816,824,2014,,,,Wallace ZA and M Elrick
14254,2000266,,,348.72,359.3,359.3,GTS 2020,,,Mississippian,350,Early Mississippian (Tournaisian 349 Ma),Tournaisian,,,,Ireland,,Bellygarvan,51.78,-8.44,-10.52,6.46,,Tropical/Subtropical,Conodont,,apatite,,,,,,20.3,"22,4",,19.6,,-1.08,0.38,0.31,0.31,-0.77,27.6,27.6,28.9,Mississippian ?13Ccarb and conodont apatite ?18O records - Their relation to the Late Palaeozoic Glaciation,"Palaeogeography, Palaeoclimatology, Palaeoecology",268,,273,292,2008,,,,Buggisch W. MM Joachimski. G Sevastopulo. JR Morrow
14255,2003697,DF 11,DF 11,348.77,359.3,359.3,GTS 2020,,,Mississippian,350,Early Mississippian (Tournaisian 349 Ma),Tournaisian,,,,USA,Montana,"Dry Fork, Little Belt Mnts",47.1,-110.79,-3.71,-43.07,,Tropical,Conodont,mixed platform elements,apatite,,,,,,20.6,"22,09",,20.2,,-1.08,0.30,0.15,0.15,-0.93,25.1,25.1,25.7,EARLY MISSISSIPPIAN ORBITAL-SCALE GLACIO-EUSTASY DETECTED FROM HIGH-RESOLUTION OXYGEN ISOTOPES OF MARINE APATITE (CONODONTS),Journal of Sedimentary Research,84,,816,824,2014,,,,Wallace ZA and M Elrick
14256,2003698,SP 27,SP 27,348.77,359.3,359.3,GTS 2020,,,Mississippian,350,Early Mississippian (Tournaisian 349 Ma),Tournaisian,,,,USA,Montana,"Sacajawea Peak, Bridger Range",45.97,-110.97,-4.38,-43.99,,Tropical,Conodont,mixed platform elements,apatite,,,,,,19,"22,09",,18.6,,-1.08,0.30,0.16,0.16,-0.92,31.9,31.9,32.5,EARLY MISSISSIPPIAN ORBITAL-SCALE GLACIO-EUSTASY DETECTED FROM HIGH-RESOLUTION OXYGEN ISOTOPES OF MARINE APATITE (CONODONTS),Journal of Sedimentary Research,84,,816,824,2014,,,,Wallace ZA and M Elrick
14257,2003699,DF 10,DF 10,348.87,359.3,359.3,GTS 2020,,,Mississippian,350,Early Mississippian (Tournaisian 349 Ma),Tournaisian,,,,USA,Montana,"Dry Fork, Little Belt Mnts",47.1,-110.79,-3.71,-43.07,,Tropical,Conodont,mixed platform elements,apatite,,,,,,19.7,"22,09",,19.3,,-1.08,0.30,0.15,0.15,-0.93,28.9,28.9,29.5,EARLY MISSISSIPPIAN ORBITAL-SCALE GLACIO-EUSTASY DETECTED FROM HIGH-RESOLUTION OXYGEN ISOTOPES OF MARINE APATITE (CONODONTS),Journal of Sedimentary Research,84,,816,824,2014,,,,Wallace ZA and M Elrick
14258,2003700,SP 24.3,SP 24.3,348.87,359.3,359.3,GTS 2020,,,Mississippian,350,Early Mississippian (Tournaisian 349 Ma),Tournaisian,,,,USA,Montana,"Sacajawea Peak, Bridger Range",45.97,-110.97,-4.38,-43.99,,Tropical,Conodont,mixed platform elements,apatite,,,,,,18.2,"22,09",,17.8,,-1.08,0.30,0.16,0.16,-0.92,35.2,35.2,35.9,EARLY MISSISSIPPIAN ORBITAL-SCALE GLACIO-EUSTASY DETECTED FROM HIGH-RESOLUTION OXYGEN ISOTOPES OF MARINE APATITE (CONODONTS),Journal of Sedimentary Research,84,,816,824,2014,,,,Wallace ZA and M Elrick
14259,2003701,DF 9.3,DF 9.3,348.97,359.3,359.3,GTS 2020,,,Mississippian,350,Early Mississippian (Tournaisian 349 Ma),Tournaisian,,,,USA,Montana,"Dry Fork, Little Belt Mnts",47.1,-110.79,-3.71,-43.07,,Tropical,Conodont,mixed platform elements,apatite,,,,,,17.9,"22,09",,17.5,,-1.08,0.30,0.15,0.15,-0.93,36.5,36.5,37.1,EARLY MISSISSIPPIAN ORBITAL-SCALE GLACIO-EUSTASY DETECTED FROM HIGH-RESOLUTION OXYGEN ISOTOPES OF MARINE APATITE (CONODONTS),Journal of Sedimentary Research,84,,816,824,2014,,,,Wallace ZA and M Elrick
14260,2003702,DF(M) 9.8,DF(M) 9.8,348.97,359.3,359.3,GTS 2020,,,Mississippian,350,Early Mississippian (Tournaisian 349 Ma),Tournaisian,,,,USA,Montana,"Monarch, Little Belt Mnts",47.11,-110.82,-3.68,-43.08,,Tropical,Conodont,mixed platform elements,apatite,,,,,,20.5,"22,09",,20.1,,-1.08,0.30,0.14,0.14,-0.94,25.5,25.5,26.1,EARLY MISSISSIPPIAN ORBITAL-SCALE GLACIO-EUSTASY DETECTED FROM HIGH-RESOLUTION OXYGEN ISOTOPES OF MARINE APATITE (CONODONTS),Journal of Sedimentary Research,84,,816,824,2014,,,,Wallace ZA and M Elrick
14261,2003703,SP 19.9,SP 19.9,348.97,359.3,359.3,GTS 2020,,,Mississippian,350,Early Mississippian (Tournaisian 349 Ma),Tournaisian,,,,USA,Montana,"Sacajawea Peak, Bridger Range",45.97,-110.97,-4.38,-43.99,,Tropical,Conodont,mixed platform elements,apatite,,,,,,21,"22,09",,20.6,,-1.08,0.30,0.16,0.16,-0.92,23.4,23.4,24.1,EARLY MISSISSIPPIAN ORBITAL-SCALE GLACIO-EUSTASY DETECTED FROM HIGH-RESOLUTION OXYGEN ISOTOPES OF MARINE APATITE (CONODONTS),Journal of Sedimentary Research,84,,816,824,2014,,,,Wallace ZA and M Elrick
14262,2000267,,,348.97,359.3,359.3,GTS 2020,,,Mississippian,350,Early Mississippian (Tournaisian 349 Ma),Tournaisian,,,,Ireland,,Bellygarvan,51.78,-8.44,-10.61,6.44,,Tropical/Subtropical,Conodont,,apatite,,,,,,20.1,"22,4",,19.4,,-1.08,0.38,0.31,0.31,-0.77,28.5,28.5,29.8,Mississippian ?13Ccarb and conodont apatite ?18O records - Their relation to the Late Palaeozoic Glaciation,"Palaeogeography, Palaeoclimatology, Palaeoecology",268,,273,292,2008,,,,Buggisch W. MM Joachimski. G Sevastopulo. JR Morrow
14263,2003704,DF 7.8,DF 7.8,349.08,359.3,359.3,GTS 2020,,,Mississippian,350,Early Mississippian (Tournaisian 349 Ma),Tournaisian,,,,USA,Montana,"Dry Fork, Little Belt Mnts",47.1,-110.79,-3.71,-43.07,,Tropical,Conodont,mixed platform elements,apatite,,,,,,20.1,"22,09",,19.7,,-1.08,0.30,0.15,0.15,-0.93,27.2,27.2,27.8,EARLY MISSISSIPPIAN ORBITAL-SCALE GLACIO-EUSTASY DETECTED FROM HIGH-RESOLUTION OXYGEN ISOTOPES OF MARINE APATITE (CONODONTS),Journal of Sedimentary Research,84,,816,824,2014,,,,Wallace ZA and M Elrick
14264,2003705,DF(M) 6.2,DF(M) 6.2,349.08,359.3,359.3,GTS 2020,,,Mississippian,350,Early Mississippian (Tournaisian 349 Ma),Tournaisian,,,,USA,Montana,"Monarch, Little Belt Mnts",47.11,-110.82,-3.68,-43.08,,Tropical,Conodont,mixed platform elements,apatite,,,,,,20.4,"22,09",,20,,-1.08,0.30,0.14,0.14,-0.94,25.9,25.9,26.6,EARLY MISSISSIPPIAN ORBITAL-SCALE GLACIO-EUSTASY DETECTED FROM HIGH-RESOLUTION OXYGEN ISOTOPES OF MARINE APATITE (CONODONTS),Journal of Sedimentary Research,84,,816,824,2014,,,,Wallace ZA and M Elrick
14265,2003706,SP 18.6,SP 18.6,349.08,359.3,359.3,GTS 2020,,,Mississippian,350,Early Mississippian (Tournaisian 349 Ma),Tournaisian,,,,USA,Montana,"Sacajawea Peak, Bridger Range",45.97,-110.97,-4.38,-43.99,,Tropical,Conodont,mixed platform elements,apatite,,,,,,19.2,"22,09",,18.8,,-1.08,0.30,0.16,0.16,-0.92,31.0,31.0,31.7,EARLY MISSISSIPPIAN ORBITAL-SCALE GLACIO-EUSTASY DETECTED FROM HIGH-RESOLUTION OXYGEN ISOTOPES OF MARINE APATITE (CONODONTS),Journal of Sedimentary Research,84,,816,824,2014,,,,Wallace ZA and M Elrick
14266,2003707,DF 5.4,DF 5.4,349.18,359.3,359.3,GTS 2020,,,Mississippian,350,Early Mississippian (Tournaisian 349 Ma),Tournaisian,,,,USA,Montana,"Dry Fork, Little Belt Mnts",47.1,-110.79,-3.71,-43.07,,Tropical,Conodont,mixed platform elements,apatite,,,,,,19.2,"22,09",,18.8,,-1.08,0.30,0.15,0.15,-0.93,31.0,31.0,31.6,EARLY MISSISSIPPIAN ORBITAL-SCALE GLACIO-EUSTASY DETECTED FROM HIGH-RESOLUTION OXYGEN ISOTOPES OF MARINE APATITE (CONODONTS),Journal of Sedimentary Research,84,,816,824,2014,,,,Wallace ZA and M Elrick
14267,2003708,DF(M) 5.2,DF(M) 5.2,349.18,359.3,359.3,GTS 2020,,,Mississippian,350,Early Mississippian (Tournaisian 349 Ma),Tournaisian,,,,USA,Montana,"Monarch, Little Belt Mnts",47.11,-110.82,-3.68,-43.08,,Tropical,Conodont,mixed platform elements,apatite,,,,,,19.3,"22,09",,18.9,,-1.08,0.30,0.14,0.14,-0.94,30.6,30.6,31.2,EARLY MISSISSIPPIAN ORBITAL-SCALE GLACIO-EUSTASY DETECTED FROM HIGH-RESOLUTION OXYGEN ISOTOPES OF MARINE APATITE (CONODONTS),Journal of Sedimentary Research,84,,816,824,2014,,,,Wallace ZA and M Elrick
14268,2003709,SP 15.6,SP 15.6,349.18,359.3,359.3,GTS 2020,,,Mississippian,350,Early Mississippian (Tournaisian 349 Ma),Tournaisian,,,,USA,Montana,"Sacajawea Peak, Bridger Range",45.97,-110.97,-4.38,-43.99,,Tropical,Conodont,mixed platform elements,apatite,,,,,,18.5,"22,09",,18.2,,-1.08,0.30,0.16,0.16,-0.92,33.5,33.5,34.2,EARLY MISSISSIPPIAN ORBITAL-SCALE GLACIO-EUSTASY DETECTED FROM HIGH-RESOLUTION OXYGEN ISOTOPES OF MARINE APATITE (CONODONTS),Journal of Sedimentary Research,84,,816,824,2014,,,,Wallace ZA and M Elrick
14269,2000268,,,349.23,359.3,359.3,GTS 2020,,,Mississippian,350,Early Mississippian (Tournaisian 349 Ma),Tournaisian,,,,Ireland,,Bellygarvan,51.78,-8.44,-10.71,6.42,,Tropical/Subtropical,Conodont,,apatite,,,,,,20.2,"22,4",,19.5,,-1.08,0.38,0.31,0.31,-0.77,28.1,28.1,29.4,Mississippian ?13Ccarb and conodont apatite ?18O records - Their relation to the Late Palaeozoic Glaciation,"Palaeogeography, Palaeoclimatology, Palaeoecology",268,,273,292,2008,,,,Buggisch W. MM Joachimski. G Sevastopulo. JR Morrow
14270,2003710,DF 1.8,DF 1.8,349.28,359.3,359.3,GTS 2020,,,Mississippian,350,Early Mississippian (Tournaisian 349 Ma),Tournaisian,,,,USA,Montana,"Dry Fork, Little Belt Mnts",47.1,-110.79,-3.71,-43.07,,Tropical,Conodont,mixed platform elements,apatite,,,,,,18.2,"22,09",,17.8,,-1.08,0.30,0.15,0.15,-0.93,35.2,35.2,35.8,EARLY MISSISSIPPIAN ORBITAL-SCALE GLACIO-EUSTASY DETECTED FROM HIGH-RESOLUTION OXYGEN ISOTOPES OF MARINE APATITE (CONODONTS),Journal of Sedimentary Research,84,,816,824,2014,,,,Wallace ZA and M Elrick
14271,2003711,SP 3,SP 3,349.28,359.3,359.3,GTS 2020,,,Mississippian,350,Early Mississippian (Tournaisian 349 Ma),Tournaisian,,,,USA,Montana,"Sacajawea Peak, Bridger Range",45.97,-110.97,-4.38,-43.99,,Tropical,Conodont,mixed platform elements,apatite,,,,,,18.4,"22,09",,18.1,,-1.08,0.30,0.16,0.16,-0.92,34.0,34.0,34.6,EARLY MISSISSIPPIAN ORBITAL-SCALE GLACIO-EUSTASY DETECTED FROM HIGH-RESOLUTION OXYGEN ISOTOPES OF MARINE APATITE (CONODONTS),Journal of Sedimentary Research,84,,816,824,2014,,,,Wallace ZA and M Elrick
14272,2003712,SP 2.8,SP 2.8,349.39,359.3,359.3,GTS 2020,,,Mississippian,350,Early Mississippian (Tournaisian 349 Ma),Tournaisian,,,,USA,Montana,"Sacajawea Peak, Bridger Range",45.97,-110.97,-4.38,-43.99,,Tropical,Conodont,mixed platform elements,apatite,,,,,,18.1,"22,09",,17.7,,-1.08,0.30,0.16,0.16,-0.92,35.6,35.6,36.3,EARLY MISSISSIPPIAN ORBITAL-SCALE GLACIO-EUSTASY DETECTED FROM HIGH-RESOLUTION OXYGEN ISOTOPES OF MARINE APATITE (CONODONTS),Journal of Sedimentary Research,84,,816,824,2014,,,,Wallace ZA and M Elrick
14273,2003713,SP 1.7,SP 1.7,349.49,359.3,359.3,GTS 2020,,,Mississippian,350,Early Mississippian (Tournaisian 349 Ma),Tournaisian,,,,USA,Montana,"Sacajawea Peak, Bridger Range",45.97,-110.97,-4.38,-43.99,,Tropical,Conodont,mixed platform elements,apatite,,,,,,18.4,"22,09",,18,,-1.08,0.30,0.16,0.16,-0.92,34.4,34.4,35.0,EARLY MISSISSIPPIAN ORBITAL-SCALE GLACIO-EUSTASY DETECTED FROM HIGH-RESOLUTION OXYGEN ISOTOPES OF MARINE APATITE (CONODONTS),Journal of Sedimentary Research,84,,816,824,2014,,,,Wallace ZA and M Elrick
14274,2000269,,,349.49,359.3,359.3,GTS 2020,,,Mississippian,350,Early Mississippian (Tournaisian 349 Ma),Tournaisian,,,,Canada,,Lafarge Section,,,-10.8,6.41,,Tropical/Subtropical,Conodont,,apatite,,,,,,19.3,"22,4",,18.6,,-1.08,0.38,0.31,0.31,-0.77,31.9,31.9,33.2,Mississippian ?13Ccarb and conodont apatite ?18O records - Their relation to the Late Palaeozoic Glaciation,"Palaeogeography, Palaeoclimatology, Palaeoecology",268,,273,292,2008,,,,Buggisch W. MM Joachimski. G Sevastopulo. JR Morrow
14275,2003714,SP 0.4,SP 0.4,349.59,359.3,359.3,GTS 2020,,,Mississippian,350,Early Mississippian (Tournaisian 349 Ma),Tournaisian,,,,USA,Montana,"Sacajawea Peak, Bridger Range",45.97,-110.97,-5.08,-44.17,,Tropical,Conodont,mixed platform elements,apatite,,,,,,19.5,"22,09",,19.1,,-1.08,0.31,0.17,0.17,-0.91,29.7,29.7,30.5,EARLY MISSISSIPPIAN ORBITAL-SCALE GLACIO-EUSTASY DETECTED FROM HIGH-RESOLUTION OXYGEN ISOTOPES OF MARINE APATITE (CONODONTS),Journal of Sedimentary Research,84,,816,824,2014,,,,Wallace ZA and M Elrick
14276,2000270,,,349.63,359.3,359.3,GTS 2020,,,Mississippian,350,Early Mississippian (Tournaisian 349 Ma),Tournaisian,,,,Poland,,Silesia,50.55,19.32,-7.42,18.61,,Tropical,Conodont,,apatite,,,,,,20.1,"22,4",,19.4,,-1.08,0.33,0.23,0.23,-0.85,28.5,28.5,29.4,Mississippian ?13Ccarb and conodont apatite ?18O records - Their relation to the Late Palaeozoic Glaciation,"Palaeogeography, Palaeoclimatology, Palaeoecology",268,,273,292,2008,,,,Buggisch W. MM Joachimski. G Sevastopulo. JR Morrow
14277,2000271,,,349.66,359.3,359.3,GTS 2020,,,Mississippian,350,Early Mississippian (Tournaisian 349 Ma),Tournaisian,,,,Ireland,,Bellygarvan,51.78,-8.44,-10.86,6.39,,Tropical/Subtropical,Conodont,,apatite,,,,,,20,"22,4",,19.3,,-1.08,0.38,0.32,0.32,-0.76,28.9,28.9,30.2,Mississippian ?13Ccarb and conodont apatite ?18O records - Their relation to the Late Palaeozoic Glaciation,"Palaeogeography, Palaeoclimatology, Palaeoecology",268,,273,292,2008,,,,Buggisch W. MM Joachimski. G Sevastopulo. JR Morrow
14278,2003715,SP(SPL) 13.6,SP(SPL) 13.6,349.7,359.3,359.3,GTS 2020,,,Mississippian,350,Early Mississippian (Tournaisian 349 Ma),Tournaisian,,,,USA,Montana,"Sacajawea Peak, Bridger Range",45.97,-110.97,-5.08,-44.17,,Tropical,Conodont,mixed platform elements,apatite,,,,,,20.9,"22,09",,20.5,,-1.08,0.31,0.17,0.17,-0.91,23.8,23.8,24.6,EARLY MISSISSIPPIAN ORBITAL-SCALE GLACIO-EUSTASY DETECTED FROM HIGH-RESOLUTION OXYGEN ISOTOPES OF MARINE APATITE (CONODONTS),Journal of Sedimentary Research,84,,816,824,2014,,,,Wallace ZA and M Elrick
14279,2003716,SP(SPL) 11.8,SP(SPL) 11.8,349.8,359.3,359.3,GTS 2020,,,Mississippian,350,Early Mississippian (Tournaisian 349 Ma),Tournaisian,,,,USA,Montana,"Sacajawea Peak, Bridger Range",45.97,-110.97,-5.08,-44.17,,Tropical,Conodont,mixed platform elements,apatite,,,,,,20.4,"22,09",,20,,-1.08,0.31,0.17,0.17,-0.91,25.9,25.9,26.7,EARLY MISSISSIPPIAN ORBITAL-SCALE GLACIO-EUSTASY DETECTED FROM HIGH-RESOLUTION OXYGEN ISOTOPES OF MARINE APATITE (CONODONTS),Journal of Sedimentary Research,84,,816,824,2014,,,,Wallace ZA and M Elrick
14280,2003717,SP(SPL) 9.85,SP(SPL) 9.85,349.9,359.3,359.3,GTS 2020,,,Mississippian,350,Early Mississippian (Tournaisian 349 Ma),Tournaisian,,,,USA,Montana,"Sacajawea Peak, Bridger Range",45.97,-110.97,-5.08,-44.17,,Tropical,Conodont,mixed platform elements,apatite,,,,,,20.1,"22,09",,19.7,,-1.08,0.31,0.17,0.17,-0.91,27.2,27.2,27.9,EARLY MISSISSIPPIAN ORBITAL-SCALE GLACIO-EUSTASY DETECTED FROM HIGH-RESOLUTION OXYGEN ISOTOPES OF MARINE APATITE (CONODONTS),Journal of Sedimentary Research,84,,816,824,2014,,,,Wallace ZA and M Elrick
14281,2000272,,,349.94,359.3,359.3,GTS 2020,,,Mississippian,350,Early Mississippian (Tournaisian 349 Ma),Tournaisian,,,,Ireland,,Hook Head,52.13,-6.92,-12.85,-3.2,,Tropical/Subtropical,Conodont,,apatite,,,,,,20,"22,4",,19.3,,-1.08,0.42,0.36,0.36,-0.72,28.9,28.9,30.4,Mississippian ?13Ccarb and conodont apatite ?18O records - Their relation to the Late Palaeozoic Glaciation,"Palaeogeography, Palaeoclimatology, Palaeoecology",268,,273,292,2008,,,,Buggisch W. MM Joachimski. G Sevastopulo. JR Morrow
14282,2003718,SP(SPL) 8,SP(SPL) 8,350,359.3,359.3,GTS 2020,,,Mississippian,350,Early Mississippian (Tournaisian 349 Ma),Tournaisian,,,,USA,Montana,"Sacajawea Peak, Bridger Range",45.97,-110.97,-5.08,-44.17,,Tropical,Conodont,mixed platform elements,apatite,,,,,,21.6,"22,09",,21.2,,-1.08,0.31,0.17,0.17,-0.91,20.9,20.9,21.6,EARLY MISSISSIPPIAN ORBITAL-SCALE GLACIO-EUSTASY DETECTED FROM HIGH-RESOLUTION OXYGEN ISOTOPES OF MARINE APATITE (CONODONTS),Journal of Sedimentary Research,84,,816,824,2014,,,,Wallace ZA and M Elrick
14283,2000273,,,350.04,359.3,359.3,GTS 2020,,,Mississippian,350,Early Mississippian (Tournaisian 349 Ma),Tournaisian,,,,Ireland,,Hook Head,52.13,-6.92,-12.9,-3.21,,Tropical/Subtropical,Conodont,,apatite,,,,,,19.5,"22,4",,18.8,,-1.08,0.42,0.36,0.36,-0.72,31.0,31.0,32.5,Mississippian ?13Ccarb and conodont apatite ?18O records - Their relation to the Late Palaeozoic Glaciation,"Palaeogeography, Palaeoclimatology, Palaeoecology",268,,273,292,2008,,,,Buggisch W. MM Joachimski. G Sevastopulo. JR Morrow
14284,2000274,,,350.1,359.3,359.3,GTS 2020,,,Mississippian,350,Early Mississippian (Tournaisian 349 Ma),Tournaisian,,,,Ireland,,Hook Head,52.13,-6.92,-12.92,-3.21,,Tropical/Subtropical,Conodont,,apatite,,,,,,19.3,"22,4",,18.6,,-1.08,0.42,0.36,0.36,-0.72,31.9,31.9,33.4,Mississippian ?13Ccarb and conodont apatite ?18O records - Their relation to the Late Palaeozoic Glaciation,"Palaeogeography, Palaeoclimatology, Palaeoecology",268,,273,292,2008,,,,Buggisch W. MM Joachimski. G Sevastopulo. JR Morrow
14285,2003719,SP(SPL) 7.5,SP(SPL) 7.5,350.11,359.3,359.3,GTS 2020,,,Mississippian,350,Early Mississippian (Tournaisian 349 Ma),Tournaisian,,,,USA,Montana,"Sacajawea Peak, Bridger Range",45.97,-110.97,-5.08,-44.17,,Tropical,Conodont,mixed platform elements,apatite,,,,,,20.9,"22,09",,20.5,,-1.08,0.31,0.17,0.17,-0.91,23.8,23.8,24.6,EARLY MISSISSIPPIAN ORBITAL-SCALE GLACIO-EUSTASY DETECTED FROM HIGH-RESOLUTION OXYGEN ISOTOPES OF MARINE APATITE (CONODONTS),Journal of Sedimentary Research,84,,816,824,2014,,,,Wallace ZA and M Elrick
